,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
1071,823653,2016-03-08 00:00:00,36.86384,-121.73211,Monterey,Pipe Structural Problem/Failure, ,No,99.177,Category 3,100,100,90,0,2, , ,0.23450619,0.103054538,0.173261195,1.8e-07,0.9648110870000001,282.32852169999995,99179.83594
897,823668,2016-03-14 18:00:00,37.89604,-122.07907,Contra Costa,Debris-Rags, ,No,47.2036,Category 3,539,539,0,0, , , ,0.43374887100000004,0.450233638,0.428051412,8.86e-09,0.9719992279999999,288.1603699,101196.7656
936,823669,2016-03-15 13:38:00,37.91447,-122.03517,Contra Costa,Root Intrusion, ,No,34.6112,Category 3,10,10,0,0, , , ,0.431454092,0.44801294799999997,0.42663732200000004,5.37e-14,0.971933663,278.4317627,101199.1172
884,823670,2016-03-16 08:00:00,37.92634,-122.0948,Contra Costa,Root Intrusion, ,No,44.0898,Category 3,239,239,6,0, , , ,0.420909911,0.445423901,0.424691379,6.86e-32,0.9721020459999999,281.10916139999995,100851.2031
1680,823732,2016-04-10 08:00:00,38.395278000000005,-120.80611100000002,Amador,Root Intrusion, ,No,25.7725,Category 1,100,0,0,100,6,Vitrified Clay Pipe,70,0.349029839,0.30899187899999997,0.32427609,1.36e-05,0.9614635709999999,282.0949707,95541.85156
999,823753,2016-03-17 10:30:00,38.0204,-121.89953,Contra Costa,Root Intrusion, ,No,10.3019,Category 3,20,20,20,0,4,VCP, ,0.348377615,0.375390768,0.36665013399999996,2.71e-29,0.9705498220000001,281.22521969999997,100265.9297
877,823757,2016-04-09 10:30:00,37.365829999999995,-122.10583999999999,Santa Clara,Root Intrusion,Spill cause looks to be from root intrusion.,Yes,,Category 2,1700,1700,1700,0,6,VCP,60,0.3523902,0.338926524,0.31869936,0.000277281,0.94636929,284.6972351,98603.00781
1510,823758,2016-04-11 10:48:00,37.970490000000005,-121.26996000000001,San Joaquin,Debris-General, ,No,31.0575,Category 3,18,18,18,0, , , ,0.370628953,0.369105786,0.370721102,2.9500000000000003e-08,0.917951941,284.02593989999997,101431.1797
796,823773,2016-04-12 11:15:00,38.056816,-122.17105600000001,Solano,Root Intrusion, ,No,18.1003,Category 3,4,4,4,0,6,Clay, ,0.327184916,0.34403368799999995,0.35809922200000005,0.0,0.945241511,282.5836792,101197.8359
1500,823781,2016-04-12 11:43:00,37.9639,-121.27741999999999,San Joaquin,Root Intrusion, ,No,32.1278,Category 3,15,15,15,0, , , ,0.349523783,0.35941454799999994,0.364080667,0.0,0.9149680729999999,284.80633539999997,101893.8359
859,823799,2016-03-16 00:00:00,37.418661,-122.121769,Santa Clara,Root Intrusion,Heavy Root Intrusion and Light Debris Rags,No,25.8033,Category 3,52,43,42,0, , , ,0.37167906799999995,0.409587324,0.389117509,0.0,0.970995188,285.1310425,99977.36719
845,823805,2016-03-17 00:00:00,37.413111,-122.129255,Santa Clara,Debris-Rags, ,No,20.6857,Category 3,47,47,47,0, , , ,0.366503865,0.40612611200000004,0.385630906,0.0,0.970570624,288.16906739999996,99474.64063
851,823808,2016-03-17 00:00:00,37.427268,-122.124192,Santa Clara,Root Intrusion, ,No,20.317999999999998,Category 3,13,13,13,0, , , ,0.366503865,0.40612611200000004,0.385630906,0.0,0.970570624,288.16906739999996,99474.64063
1613,823896,2016-04-10 10:50:00,38.676064000000004,-121.17609399999999,Sacramento,Root Intrusion,"On arrival, manhole was leaking out of the pick hole.  (B04-4863)  City crew flushed from the downstream manhole clearing the problem.  CCTV'ed the main line and found roots in the main line that caused the back up.  Cut the roots out, and set up the combo-truck and cleaned up the overflow.  Cleaned up overflow area with a disinfectant.  Estimated a 25 gallon spill, with loss of 5 gallons loss do to saturation in the gravel area.",No,12.5507,Category 3,25,25,20,0,6,Clay, ,0.314649552,0.27814194600000003,0.303807497,0.00013572,0.943635225,284.12606810000005,99079.03906
917,823907,2016-03-08 00:00:00,37.00025,-122.05413999999999,Santa Cruz,Debris-General, ,No,105.1102,Category 3,5,5,5,0, , , ,0.319589198,0.329617053,0.315778285,1.58e-07,0.9684731959999999,282.9012756,99379.83594
1775,823933,2016-04-11 11:43:00,35.372,-119.01700000000001,Kern,Debris-General, ,No,12.1484,Category 3,15,15,10,0,6,Clay, ,0.163902879,0.124629475,0.13561368,1.77e-06,0.9313796759999999,284.80914310000003,97775.17969
692,824052,2016-04-12 10:30:00,37.872031,-122.25525800000001,Alameda,Debris-General,Landscaping contractor discovered manhole cover under ivy and leaf litter while preparing area for replanting.  They removed the cover to verify sewer or storm and in doing so allowed debris to fall into the structure plugging the 4  outlet from the structure.,No,18.531,Category 3,20,20,18,0,4,cast iron, ,0.279821634,0.282632321,0.300970316,0.0,0.9513450259999999,282.5524292,101093.8359
3,824072,2016-04-22 12:30:00,40.64237,-124.22623,Humboldt,Grease Deposition (FOG), ,Yes,,Category 3,750,750,0,0,6,PVC,25,0.41817173399999996,0.425292909,0.396918505,7.240000000000001e-05,0.98492527,282.7900085,98639.50781
133,824076,2016-04-24 07:45:00,38.57527,-122.58868000000001,Napa,Root Intrusion, ,No,14.1328,Category 3,80,40,80,0, , , ,0.30884704,0.33407020600000004,0.32852,6.16e-10,0.954627097,282.4862671,98564.13281
1284,824200,2016-03-05 10:25:00,38.42522222,-121.3751528,Sacramento,Root intrusion, ,No,14.9348,Category 3,2,2,2,0, , , ,0.305363238,0.26569154899999997,0.273738235,0.00027823400000000003,0.969938636,286.98492430000005,100982.5078
1178,824201,2016-03-04 21:00:00,38.52239722,-121.42846670000002,Sacramento,Root intrusion, ,No,11.275,Category 3,12,12,12,0, , , ,0.228913575,0.262484223,0.262664199,0.000247121,0.969694614,292.23187260000003,100993.375
1581,824204,2016-03-08 14:00:00,38.66978611,-121.22406670000001,Sacramento,Root intrusion, ,No,73.1999,Category 3,101,19,86,0, , , ,0.309823453,0.297883719,0.307922274,2.29e-12,0.9714028240000001,276.26635739999995,100618.2656
1454,824205,2016-03-09 06:00:00,38.59063056,-121.30728059999998,Sacramento,Root intrusion, ,No,49.5265,Category 3,10,10,1,0, , , ,0.22269909100000002,0.22796866300000002,0.247459039,6.259999999999999e-08,0.970426083,281.3764954,101334.8203
1233,824210,2016-03-09 16:00:00,38.54899722,-121.3921444,Sacramento,Root intrusion, ,No,41.8272,Category 3,8,8,8,0, , , ,0.31422171,0.298077792,0.291800767,9.92e-08,0.969693542,285.3581543,101588.4141
1219,824211,2016-03-09 07:30:00,38.56381111,-121.4006361,Sacramento,Root intrusion, ,No,45.4433,Category 3,720,7,720,0, , , ,0.277264506,0.294985265,0.289878458,6.62e-08,0.969693661,281.4883118,101646.8203
1391,824212,2016-03-10 08:30:00,38.71527222,-121.34155279999999,Sacramento,Debris-General, ,No,22.4579,Category 3,11,10,6,0, , , ,0.246973887,0.227998778,0.247784123,1.3800000000000002e-09,0.970669985,284.677887,100982.0469
1370,824214,2016-03-10 09:38:00,38.59365556,-121.3511111,Sacramento,Other (specify),"sac suburban discharged to much fresh water into sasd six inch mainline, causing mainline to surcharge",No,21.6717,Category 3,800,76,794,0, , , ,0.245229095,0.22946976100000002,0.249657884,6.450000000000001e-12,0.9706671240000001,284.97595210000003,100989.0938
1593,824216,2016-03-11 10:30:00,38.67025556,-121.2177472,Sacramento,Root intrusion, ,No,10.0904,Category 3,4,4,4,0, , , ,0.321736604,0.299172848,0.31200295699999997,5.45e-06,0.971589565,285.45846560000007,99925.15625
1251,824217,2016-03-12 13:30:00,38.55530278,-121.38568059999999,Sacramento,Root intrusion, ,No,24.2939,Category 3,6,6,1,0, , , ,0.321572542,0.312799186,0.303882152,3.4e-07,0.969819784,280.3179016,101584.5391
1375,824219,2016-03-14 10:00:00,38.60126667,-121.34907220000001,Sacramento,Root intrusion, ,No,55.9816,Category 3,5,5,1,0, , , ,0.286011547,0.257874936,0.2743797,6.75e-06,0.97093159,283.5714111,101100.1875
1296,824221,2016-03-15 01:30:00,38.70621389,-121.37145559999999,Sacramento,Root intrusion, ,No,47.3502,Category 3,11,11,8,0, , , ,0.29386717100000004,0.307574004,0.32101228800000003,1.03e-10,0.970186889,286.46850589999997,101678.9609
1359,824223,2016-03-15 09:00:00,38.68836944,-121.3559972,Sacramento,Root intrusion, ,No,47.1823,Category 3,94,16,89,0, , , ,0.242522076,0.24948938199999998,0.272219598,4.96e-12,0.971008658,279.2866516,101464.8516
1416,824224,2016-03-15 08:00:00,38.70042222,-121.32569440000002,Sacramento,Root intrusion, ,No,49.9063,Category 3,3,3,1,0, , , ,0.24149999,0.24994728,0.272208303,8.69e-12,0.9710602159999999,280.6470032,101557.0469
1206,824225,2016-03-15 10:00:00,38.52740556,-121.41135279999999,Sacramento,Root intrusion, ,No,44.1806,Category 3,5,5,2,0, , , ,0.306853145,0.323464006,0.317507684,1.2199999999999999e-11,0.970032096,279.3530579,101960.8516
1165,824226,2016-03-15 08:00:00,38.53694722,-121.43866670000001,Sacramento,Root intrusion, ,No,43.9905,Category 3,3,3,2,0, , , ,0.305159658,0.323799819,0.317496389,2.1600000000000002e-11,0.9700836540000001,280.6533508,102053.0469
1395,824228,2016-03-15 18:30:00,38.67162222,-121.34016670000001,Sacramento,Root intrusion, ,No,35.5265,Category 3,3,3,1,0, , , ,0.262411207,0.252856493,0.275306672,1.57e-14,0.9708540440000001,290.2676392,101744.0469
1482,824230,2016-03-16 14:00:00,38.67410278,-121.2895028,Sacramento,Root intrusion, ,No,33.7251,Category 3,3,3,1,0, , , ,0.259351492,0.25112927,0.275349081,3.33e-24,0.971001089,279.6147766,101264.2109
1162,824232,2016-03-16 23:00:00,38.53557222,-121.4415889,Sacramento,Root intrusion, ,No,18.7124,Category 3,3,3,1,0, , , ,0.301772892,0.322603524,0.318590194,5.95e-25,0.9692755940000001,294.4221497,101373.3672
1006,824332,2016-04-11 13:20:00,38.034620000000004,-121.89008999999999,Contra Costa,Root Intrusion, ,No,20.5533,Category 3,1,1,1,0,4,VCP, ,0.35031169700000003,0.353355795,0.344007581,0.0,0.9323501590000001,282.4812622,100570.1016
752,824334,2016-01-19 09:50:00,37.778929999999995,-122.2116,Alameda,Pipe Structural Problem/Failure, ,No,55.4545,Category 3,673,673,673,0,6,VCP, ,0.24478113699999998,0.128570691,0.194345385,0.000277758,0.962975383,284.2361145,100679.6719
1632,824404,2016-04-22 15:50:00,38.697592,-121.078778,El Dorado,Debris-General, ,No,15.62,Category 3,200,200,20,0, , , ,0.334206343,0.306390017,0.304091603,0.0009348389999999999,0.945860982,285.57647710000003,97440.76563
1650,824472,2016-03-06 17:48:00,37.67136,-120.99831999999999,Stanislaus,Debris-General,Garbage Bag,No,29.7708,Category 3,5,5,5,0,6,VCP, ,0.25570637,0.187727422,0.211100161,4.34e-06,0.968961835,286.00839229999997,100793.0234
1868,824648,2016-05-14 09:30:00,34.09163,-118.09993999999999,Los Angeles,Root Intrusion,Roots/Grease,Yes,0.0,Category 2,6400,6400,5120,0,12,clay, ,0.09450054199999999,0.174822167,0.170431912,0.0,0.9308146829999999,283.4133911,96235.01563
1769,824665,2016-04-10 00:00:00,35.235661,-119.28706899999999,Kern,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 2,300000,300000,0,0, , , ,0.205978915,0.208702952,0.210910708,3.45e-05,0.923145592,291.6860657,97779.38281
699,824670,2016-04-13 07:50:00,38.11461,-122.25062,Solano,Root Intrusion,Service Call Follow Up Investigation determined that the blockage was caused by Root intrusion.,No,10.898,Category 3,50,0,50,0, , , ,0.322145015,0.3553873,0.372135937,0.0,0.9489916559999999,282.7593994,101292.7578
137,824727,2016-04-24 07:40:00,37.99228,-122.57941000000001,Marin,Debris-Rags,Small amount of roots to.,Yes,5.0738,Category 3,150,150,0,0,6,VCP,60,0.310433954,0.337121964,0.34255808600000004,0.0,0.955359519,283.5800171,100780.1328
1234,824796,2016-04-10 15:30:00,38.55259722,-121.39211670000002,Sacramento,Root intrusion, ,No,10.3745,Category 3,11,11,5,0, , , ,0.315688431,0.304454207,0.299874038,8.93e-06,0.926045001,287.05212400000005,100813.2969
1472,824798,2016-04-11 11:00:00,38.66505556,-121.2962278,Sacramento,Debris-General, ,No,10.6043,Category 3,121,10,114,0, , , ,0.244713426,0.236049145,0.26073575,2.69e-08,0.931867957,282.6235962,100983.1797
1301,824799,2016-04-11 11:45:00,38.57183056,-121.37099440000001,Sacramento,Root intrusion, ,No,10.2757,Category 3,3,3,1,0, , , ,0.297386765,0.302699536,0.299309969,2.5899999999999997e-08,0.924787879,282.7095337,101295.1797
1544,824801,2016-04-11 14:30:00,38.65518056,-121.2476028,Sacramento,Root intrusion, ,No,11.1901,Category 3,4,4,1,0, , , ,0.305756032,0.300865561,0.316907972,1.0800000000000002e-09,0.936500549,282.1140747,100730.1016
1283,824802,2016-04-11 14:30:00,38.57899444,-121.37521389999999,Sacramento,Root intrusion, ,No,10.1445,Category 3,15,15,5,0, , , ,0.29721111100000003,0.302696615,0.299329847,0.0,0.9245376590000001,282.6121216,101418.1016
1548,824803,2016-04-11 18:00:00,38.70053889,-121.2425028,Sacramento,Debris-General, ,No,11.0685,Category 3,7,7,2,0, , , ,0.226752445,0.22382153600000002,0.257638395,4.33e-10,0.94063884,294.92974849999996,100590.1328
1944,824919,2016-05-26 00:00:00,32.810359999999996,-117.22153,San Diego,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,No,0.0059,Category 1,1175,0,500,675,8,VC, ,0.10623770199999999,0.199350193,0.196046382,5.99e-10,0.931055427,290.94534300000004,100799.0234
381,825540,2016-06-17 16:30:00,37.910509999999995,-122.38723,Contra Costa,Other (specify below),Contractor punctured sewer line when working in area (unreported),Yes,0.0,Category 2,1816,165,1651,0, , , ,0.212319195,0.274021059,0.276206732,1.8399999999999998e-07,0.922538638,293.28686519999997,100931.6953
51,825574,2015-12-18 10:40:00,40.842763299999994,-124.06348999999999,Humboldt,Pump Station Failure-Mechanical, ,No,45.0654,Category 3,55,55,0,0, , , ,0.431292027,0.43353104600000003,0.412267506,0.000413179,0.981779993,283.68695069999995,98024.34375
666,826209,2016-07-08 08:45:00,37.50817,-122.26943999999999,San Mateo,Debris from Construction,"Contractor for City of San Carlos Public works, Pacific Pipeline, caused debris blockage in gravity main during pipe rehabilitation. Blockage cleared prior to DPW arrival and used Hydro-vac vehicle to recover approximate 50 gallons of total 90 gallons at storm CB-495 and returned to SSMN.",No,0.0,Category 1,90,50,50,40, , , ,0.150015801,0.22271163800000002,0.21692664899999997,2.0499999999999998e-08,0.942855537,284.2486267,100299.6719
1929,826477,2016-07-19 18:30:00,34.16534,-117.28833,San Bernardino,Root Intrusion, ,Yes,0.0,Category 3,135,135,135,0,8,vcp, ,0.04439728,0.09496537599999999,0.096420966,0.0,0.9006402490000001,308.6940002,90248.85938
1213,827590,2016-07-26 00:00:00,36.846246,-121.40583799999999,San Benito,Other (specify below),The Industrial Storm Sewer Line slide-gate located on West Street approximately 70 feet south of Hawkins Street failed.,No,,Category 1,345600,0,345600,345600, , , ,0.099676251,0.19335377199999998,0.19277761899999998,0.0,0.925247073,294.4066162,97557.03906
1765,828558,2016-08-10 00:00:00,36.702581,-119.54858,Fresno,Other (specify below),"A winery had equipment issues at their plant and when the issue was repaired, the surge of effluent surcharged the CS causing effluent to travel back up the line to a cross-connection to a stormwater line. The connection point was located high enough that only the surcharge was pressures cause spillage.",No,,Category 2,10000,10000,10000,0,15,clay pipe,65,0.035736896000000004,0.05401833,0.058155023,0.0,0.956992805,307.4303284,98445.61719
1900,828625,2016-09-29 00:00:00,33.53877,-117.77001000000001,Orange,Debris-General,A private contractor jetting upstream broke some roots loose upstream thus causing the mainline to back up.,Yes,0.0,Category 3,500,500,0,0,8,clay, ,0.089855105,0.17041727899999998,0.17405358,3.3799999999999997e-16,0.943651438,299.0672913,100262.5625
139,828996,2016-09-30 12:00:00,37.977920000000005,-122.57547,Marin,Debris from Construction, ,Yes,0.0,Category 3,500,500,0,0,6, , ,0.10420372300000001,0.19219446199999998,0.19618602100000002,0.0,0.959126055,283.1886902,100766.7578
467,829104,2016-10-17 07:44:00,37.55916,-122.34475,San Mateo,Root Intrusion,See above,No,38.7099,Category 1,555,0,150,405,6,VCP,60,0.228001863,0.220864952,0.208942309,2.7e-06,0.9519132379999999,287.2624512,100288.4063
1019,829120,2016-10-16 17:05:00,37.348459999999996,-121.85555,Santa Clara,Grease Deposition (FOG), ,Yes,35.6056,Category 1,125,30,30,95, , , ,0.33470487600000004,0.24310717,0.23397056800000002,0.0015206339999999999,0.924146473,289.6313782,97439.44531
1355,829126,2016-10-17 09:36:00,38.02705,-121.35753999999999,San Joaquin,Debris-General, ,No,30.2786,Category 3,4,4,4,0, , , ,0.264870971,0.27094686,0.265544474,9.679999999999999e-07,0.889693141,286.23593139999997,101175.4609
382,829200,2016-10-18 08:00:00,41.42349,-122.38671000000001,Siskiyou,Debris-General, ,No,50.7181,Category 1,48000,0,0,48000,10,Plastic,30,0.26344069800000003,0.26487365399999996,0.25272217399999997,8.7e-05,0.954397202,276.1453247,85518.67969
368,829240,2016-10-19 07:00:00,37.633444,-122.393069,San Mateo,Pipe Structural Problem/Failure, ,No,29.1335,Category 3,269,269,269,0, , , ,0.158304423,0.202574283,0.195879623,5.220000000000001e-19,0.953707993,283.4250488,101241.0156
992,829280,2016-10-17 00:00:00,36.566317,-121.93091899999999,Monterey,Root Intrusion, ,No,27.552,Category 3,30,30,0,0, , , ,0.270412445,0.253580421,0.247837141,1.57e-05,0.952085793,289.1337891,100012.0938
983,829295,2016-10-18 22:20:00,37.51675,-121.96179,Alameda,Root Intrusion, ,No,30.1467,Category 3,4,4,4,0,10,VCP,62,0.23114630600000002,0.27695927,0.27035224399999996,0.0,0.931139231,294.69601439999997,99177.15625
1703,829307,2016-10-17 12:30:00,38.19851,-120.68834,Calaveras,Root Intrusion, ,No,102.9128,Category 3,20,20,2,0,6,AC,40,0.213476092,0.19492235800000002,0.185616463,3.58e-06,0.941242635,283.9677734,95957.51563
1506,829319,2016-10-19 15:20:00,38.749109999999995,-121.27452,Placer,Root Intrusion, ,No,43.7936,Category 3,2,2,2,0, , , ,0.18108803,0.154122412,0.160174444,1.04e-28,0.9044995309999999,286.1921387,100921.1094
1505,829388,2016-10-20 12:23:00,38.751540000000006,-121.275,Placer,Root Intrusion, ,No,25.7357,Category 3,5,4,5,0, , , ,0.169610709,0.151119798,0.160318717,1.1900000000000002e-29,0.9052399990000001,284.4197998,100683.3047
755,829537,2016-10-17 19:00:00,38.052002,-122.209139,Contra Costa,Root Intrusion,Roots from protruding tap lateral growing into main sewer which caused blocked.,No,33.7921,Category 3,750,750,0,0,6,VCP,86,0.173941746,0.179464817,0.17388780399999998,4.9900000000000003e-08,0.934478343,294.2364502,100933.9063
135,829538,2016-10-18 10:00:00,37.98349,-122.58814,Marin,Root Intrusion, ,No,24.4405,Category 3,22,22,0,0,6,VCP,60,0.18473734,0.214679018,0.211067513,1.68e-06,0.9632221459999999,285.1022339,100896.0625
767,829548,2016-10-30 00:00:00,37.78369,-122.19976000000001,Alameda,Grease Deposition (FOG), ,Yes,18.4687,Category 1,1280,380,380,900, , , ,0.24000205100000002,0.275543749,0.276133478,1.08e-10,0.9420837759999999,290.3087769,99978.41406
863,829565,2016-10-31 00:00:00,38.00761,-122.1185,Contra Costa,Debris-General,found toilet paper ball in rodding inlet,No,30.1603,Category 3,10,10,6,0,6,vcp,70,0.20637773,0.187633663,0.18788935199999998,5.660000000000001e-05,0.938755453,288.4775391,100608.8594
